bsr_state_id,bsr_state_name,current_selected_tsr_state_id,current_selected_tsr_state_name,current_mapping_type,suggested_decision_status,manual_decision,manual_tsr_state_id,reviewer_notes,applied_tsr_state_id,applied_mapping_type
263,STATE_263,263,STATE_263,same_name,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,263,same_name
264,STATE_264,264,STATE_264,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,264,same_id_same_area
265,STATE_265,265,STATE_265,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,265,same_id_same_area
266,Tehran,266,Tehran,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,266,split
267,STATE_267,267,Kabul,merge,,approve_selected,,Phase4c: conf=0.6 resource/building dist auto approve,267,merge
268,STATE_268,268,STATE_268,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,268,same_id_same_area
269,STATE_269,269,STATE_269,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,269,same_id_same_area
271,STATE_271,271,STATE_271,merge,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,271,merge
272,STATE_272,272,STATE_272,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,272,split
273,STATE_273,273,Libyan Desert,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,273,split
274,STATE_274,274,STATE_274,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,274,split
275,STATE_275,275,Transvaal,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,275,split
276,STATE_276,276,Southern Ontario,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,276,split
277,STATE_277,277,STATE_277,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,277,split
278,Pampas,278,Pampas,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,278,split
279,Santiago,279,Santiago,split,,approve_selected,,Phase4c: conf=0.833 resource/building dist auto approve,279,split
280,STATE_280,280,STATE_280,merge,,approve_selected,,Phase4c: conf=0.667 resource/building dist auto approve,280,merge
282,STATE_282,282,Kanto,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,282,split
283,STATE_283,1045,STATE_1045,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1045,same_name
284,North Island,1101,Auckland,merge,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,1101,merge
285,STATE_285,285,STATE_285,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,285,split
286,STATE_286,1088,STATE_1088,split,,approve_selected,,Phase4a: conf=0.875 owner/core conflict auto approve,1088,split
287,STATE_287,287,STATE_287,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,287,same_id_same_area
288,STATE_288,288,STATE_288,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,288,merge
289,STATE_289,289,STATE_289,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,289,merge
290,STATE_290,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
291,STATE_291,1011,STATE_1011,merge,,approve_selected,,Phase4b: conf=0.6 owner/core conflict auto approve,1011,merge
292,STATE_292,854,STATE_854,merge,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,854,merge
293,STATE_293,293,STATE_293,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,293,split
294,STATE_294,294,STATE_294,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,294,merge
295,STATE_295,888,STATE_888,merge,,approve_selected,,Phase4c: conf=0.75 resource/building dist auto approve,888,merge
297,Malabo,297,Equatorial Guinea,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,297,split
299,STATE_299,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
300,STATE_300,946,STATE_946,merge,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,946,merge
301,STATE_301,301,STATE_301,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,301,split
302,STATE_302,302,STATE_302,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,302,split
303,Lima,303,Lima,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,303,split
304,STATE_304,304,STATE_304,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,304,split
305,STATE_305,305,STATE_305,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,305,split
307,Miranda,307,Miranda,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,307,split
310,STATE_310,310,STATE_310,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,310,same_id_same_area
312,STATE_312,312,STATE_312,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,312,split
313,STATE_313,313,STATE_313,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,313,split
314,STATE_314,314,STATE_314,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,314,split
317,STATE_317,317,STATE_317,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,317,split
320,STATE_320,320,STATE_320,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,320,same_id_same_area
321,STATE_321,321,STATE_321,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,321,same_id_same_area
322,STATE_322,322,STATE_322,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,322,split
325,STATE_325,325,STATE_325,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,325,split
326,STATE_326,326,STATE_326,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,326,same_id_same_area
327,Luzon,327,Manila,merge,,approve_selected,,Phase4c: conf=0.667 resource/building dist auto approve,327,merge
328,STATE_328,328,Kirin,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,328,split
329,STATE_329,329,STATE_329,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,329,same_id_same_area
330,STATE_330,330,STATE_330,merge,,approve_selected,,Phase4c: conf=0.75 resource/building dist auto approve,330,merge
331,STATE_331,331,STATE_331,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,331,same_id_same_area
332,STATE_332,332,STATE_332,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,332,split
333,STATE_333,333,STATE_333,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,333,merge
334,STATE_334,1077,STATE_1077,merge,,approve_selected,,Phase4a: conf=0.875 owner/core conflict auto approve,1077,merge
335,STATE_335,335,Java,merge,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,335,merge
336,STATE_336,1085,STATE_1085,merge,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,1085,merge
338,STATE_338,338,STATE_338,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,338,split
339,STATE_339,339,STATE_339,merge,,approve_selected,,Phase4c: conf=0.75 resource/building dist auto approve,339,merge
340,STATE_340,1055,STATE_1055,merge,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,1055,merge
341,STATE_341,797,STATE_797,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,797,same_name
342,STATE_342,342,Antalya,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,342,split
343,STATE_343,346,STATE_346,merge,,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve,346,merge
344,STATE_344,345,STATE_345,merge,,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve,345,merge
345,STATE_345,345,STATE_345,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,345,split
346,STATE_346,346,STATE_346,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,346,split
348,STATE_348,348,Kayseri,merge,,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve,348,merge
349,STATE_349,349,STATE_349,merge,,approve_selected,,Phase4c: conf=0.857 resource/building dist auto approve,349,merge
350,STATE_350,1060,STATE_1060,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1060,same_name
351,STATE_351,351,Vologda,province_overlap,,approve_selected,,Phase4b: conf=0.741 owner/core conflict auto approve,351,province_overlap
352,STATE_352,352,STATE_352,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,352,merge
353,STATE_353,800,Van,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,800,split
354,STATE_354,354,STATE_354,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,354,split
355,STATE_355,355,STATE_355,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,355,split
356,STATE_356,356,Kastamonu,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,356,split
357,STATE_357,357,STATE_357,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,357,split
358,STATE_358,358,STATE_358,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,358,split
359,STATE_359,359,STATE_359,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,359,split
360,STATE_360,360,STATE_360,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,360,split
361,STATE_361,361,STATE_361,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,361,split
362,STATE_362,362,STATE_362,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,362,split
367,STATE_367,367,STATE_367,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,367,split
370,STATE_370,370,STATE_370,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,370,split
371,STATE_371,371,STATE_371,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,371,split
374,STATE_374,374,STATE_374,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,374,split
375,STATE_375,375,STATE_375,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,375,split
376,STATE_376,376,STATE_376,split,,approve_selected,,Phase4c: conf=0.8 resource/building dist auto approve,376,split
377,STATE_377,377,STATE_377,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,377,split
378,STATE_378,378,STATE_378,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,378,split
379,STATE_379,379,STATE_379,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,379,split
380,STATE_380,380,STATE_380,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,380,split
381,STATE_381,381,STATE_381,split,,approve_selected,,Phase4c: conf=0.667 resource/building dist auto approve,381,split
382,STATE_382,382,STATE_382,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,382,split
383,STATE_383,383,STATE_383,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,383,split
384,STATE_384,384,STATE_384,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,384,split
385,STATE_385,385,STATE_385,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,385,split
387,STATE_387,387,STATE_387,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,387,split
388,STATE_388,388,STATE_388,split,,approve_selected,,Phase4c: conf=0.941 resource/building dist auto approve,388,split
389,STATE_389,389,STATE_389,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,389,split
390,STATE_390,390,STATE_390,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,390,split
391,STATE_391,391,STATE_391,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,391,split
393,STATE_393,393,STATE_393,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,393,split
397,STATE_397,397,STATE_397,merge,,approve_selected,,Phase4a: conf=0.864 owner/core conflict auto approve,397,merge
398,STATE_398,398,STATE_398,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,398,same_id_same_area
399,STATE_399,399,STATE_399,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,399,same_id_same_area
400,STATE_400,400,STATE_400,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,400,same_id_same_area
401,STATE_401,401,Balakovo,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,401,same_id_same_area
402,STATE_402,402,STATE_402,merge,,approve_selected,,Phase4a: conf=0.88 owner/core conflict auto approve,402,merge
403,Tyumen,403,Tyumen,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,403,same_id_same_area
404,STATE_404,881,Karagandy,merge,,approve_selected,,Phase4a: conf=0.864 owner/core conflict auto approve,881,merge
405,STATE_405,405,Tashkent,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,405,split
406,STATE_406,406,Gurev,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,406,split
407,STATE_407,407,STATE_407,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,407,split
408,STATE_408,408,STATE_408,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,408,split
409,STATE_409,409,STATE_409,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,409,split
410,STATE_410,410,STATE_410,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,410,split
411,STATE_411,1002,STATE_1002,merge,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,1002,merge
412,STATE_412,412,STATE_412,merge,,approve_selected,,Phase4c: conf=0.9 resource/building dist auto approve,412,merge
413,STATE_413,413,STATE_413,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,413,split
414,STATE_414,1003,STATE_1003,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,1003,merge
415,STATE_415,1009,STATE_1009,merge,,approve_selected,,Phase4c: conf=0.8 resource/building dist auto approve,1009,merge
416,STATE_416,416,STATE_416,merge,,approve_selected,,Phase4c: conf=0.8 resource/building dist auto approve,416,merge
417,STATE_417,417,Hamadan,merge,,approve_selected,,Phase4c: conf=0.667 resource/building dist auto approve,417,merge
418,STATE_418,418,STATE_418,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,418,split
419,STATE_419,1000,STATE_1000,merge,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,1000,merge
420,STATE_420,420,STATE_420,split,,approve_selected,,Phase4c: conf=0.8 resource/building dist auto approve,420,split
421,STATE_421,1001,STATE_1001,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1001,same_name
422,STATE_422,422,STATE_422,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,422,split
423,Madurai,423,STATE_423,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,423,same_id_same_area
424,Madras,424,Madras,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,424,same_id_same_area
425,Mysore,425,Mysore,split,,approve_selected,,Phase4b: conf=0.6 owner/core conflict auto approve,425,split
426,Orissa,426,Orissa,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,426,same_id_same_area
427,STATE_427,427,STATE_427,same_name,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,427,same_name
428,STATE_428,428,STATE_428,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,428,same_id_same_area
429,STATE_429,429,Bombay,province_overlap,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,429,province_overlap
430,STATE_430,430,STATE_430,merge,,approve_selected,,Phase4a: conf=0.889 owner/core conflict auto approve,430,merge
431,STATE_431,431,STATE_431,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,431,same_id_same_area
432,STATE_432,990,STATE_990,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,990,same_name
433,STATE_433,433,STATE_433,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,433,same_id_same_area
434,STATE_434,434,STATE_434,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,434,same_id_same_area
435,STATE_435,435,STATE_435,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,435,same_id_same_area
436,Jabalpur,436,"Central provinces, was Jabalpur",same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,436,same_id_same_area
437,Indore,437,STATE_437,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,437,same_id_same_area
438,STATE_438,438,STATE_438,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,438,same_id_same_area
439,STATE_439,439,STATE_439,same_name,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,439,same_name
440,STATE_440,440,STATE_440,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,440,same_id_same_area
441,STATE_441,441,STATE_441,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,441,same_id_same_area
442,STATE_442,987,manpower = 217974,merge,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,987,merge
443,STATE_443,443,Sind,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,443,split
444,STATE_444,444,STATE_444,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,444,split
445,STATE_445,445,STATE_445,merge,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,445,merge
446,STATE_446,907,STATE_907,split,,approve_selected,,Phase4b: conf=0.571 owner/core conflict auto approve,907,split
447,STATE_447,447,STATE_447,split,,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve,447,split
448,STATE_448,448,STATE_448,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,448,same_id_same_area
449,STATE_449,449,El Agheila,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,449,split
450,STATE_450,450,STATE_450,merge,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,450,merge
