bsr_state_id,bsr_state_name,selected_tsr_state_id,selected_tsr_state_name,selected_mapping_type,selected_confidence,alternative_mapping_count,selection_notes
268,STATE_268,268,STATE_268,same_id_same_area,1.000,1,province_overlap=2
269,STATE_269,269,STATE_269,same_id_same_area,1.000,1,province_overlap=8
270,STATE_270,270,STATE_270,same_id_same_area,1.000,1,province_overlap=1
271,STATE_271,271,STATE_271,merge,0.750,5,merge; province_overlap=3; bsr_source_count=9
272,STATE_272,272,STATE_272,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
273,STATE_273,273,Libyan Desert,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=3/7; bsr_source_count=1
274,STATE_274,274,STATE_274,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
275,STATE_275,275,Transvaal,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/6; bsr_source_count=1
276,STATE_276,276,Southern Ontario,split,1.000,1,split; province_overlap=22; tsr_overlap_rank=1/2; bsr_source_count=1
277,STATE_277,277,STATE_277,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
278,Pampas,278,Pampas,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
279,Santiago,279,Santiago,split,0.833,1,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
280,STATE_280,280,STATE_280,merge,0.667,3,split+merge; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=3
281,STATE_281,281,STATE_281,same_id_same_area,1.000,1,province_overlap=1
282,STATE_282,282,Kanto,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
283,STATE_283,1045,STATE_1045,same_name,1.000,2,province_overlap=2
284,North Island,1101,Auckland,merge,1.000,2,merge; province_overlap=16; bsr_source_count=2
285,STATE_285,285,STATE_285,split,1.000,1,split; province_overlap=37; tsr_overlap_rank=1/3; bsr_source_count=1
286,STATE_286,1088,STATE_1088,split,0.875,2,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
287,STATE_287,287,STATE_287,same_id_same_area,1.000,1,province_overlap=6
288,STATE_288,288,STATE_288,merge,1.000,6,merge; province_overlap=11; bsr_source_count=6
289,STATE_289,289,STATE_289,merge,1.000,3,merge; province_overlap=10; bsr_source_count=3
290,STATE_290,,,new_bsr_state,1.000,2,no TSR overlay candidate
291,STATE_291,1011,STATE_1011,merge,0.600,2,split+merge; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=2
292,STATE_292,854,STATE_854,merge,1.000,6,merge; province_overlap=5; bsr_source_count=6
293,STATE_293,293,STATE_293,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
294,STATE_294,294,STATE_294,merge,1.000,2,merge; province_overlap=5; bsr_source_count=2
295,STATE_295,888,STATE_888,merge,0.750,3,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2
296,Guinea-Bissau,296,Guinea-Bissau,same_id_same_area,1.000,1,province_overlap=2
297,Malabo,297,Equatorial Guinea,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
298,STATE_298,298,STATE_298,same_id_same_area,1.000,1,province_overlap=2
299,STATE_299,,,new_bsr_state,1.000,1,no TSR overlay candidate
300,STATE_300,946,STATE_946,merge,1.000,3,merge; province_overlap=5; bsr_source_count=3
301,STATE_301,301,STATE_301,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
302,STATE_302,302,STATE_302,split,1.000,1,split; province_overlap=10; tsr_overlap_rank=1/3; bsr_source_count=1
303,Lima,303,Lima,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
304,STATE_304,304,STATE_304,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
305,STATE_305,305,STATE_305,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
306,Cundinamarca,306,Cundinamarca,same_id_same_area,1.000,1,province_overlap=7
307,Miranda,307,Miranda,split,1.000,1,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1
308,STATE_308,308,STATE_308,same_id_same_area,1.000,1,province_overlap=2
309,STATE_309,309,STATE_309,same_id_same_area,1.000,1,province_overlap=3
310,STATE_310,310,STATE_310,same_id_same_area,1.000,1,province_overlap=2
311,STATE_311,311,STATE_311,same_id_same_area,1.000,1,province_overlap=1
312,STATE_312,312,STATE_312,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
313,STATE_313,313,STATE_313,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
314,STATE_314,314,STATE_314,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
315,STATE_315,315,STATE_315,same_id_same_area,1.000,1,province_overlap=10
316,STATE_316,316,STATE_316,same_id_same_area,1.000,1,province_overlap=3
317,STATE_317,317,STATE_317,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
318,STATE_318,318,STATE_318,same_id_same_area,1.000,1,province_overlap=3
319,STATE_319,319,STATE_319,same_id_same_area,1.000,1,province_overlap=4
320,STATE_320,320,STATE_320,same_id_same_area,1.000,1,province_overlap=1
321,STATE_321,321,STATE_321,same_id_same_area,1.000,1,province_overlap=1
322,STATE_322,322,STATE_322,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1
323,STATE_323,323,STATE_323,same_id_same_area,1.000,1,province_overlap=7
324,STATE_324,324,STATE_324,same_id_same_area,1.000,1,province_overlap=2
325,STATE_325,325,STATE_325,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1
326,STATE_326,326,STATE_326,same_id_same_area,1.000,1,province_overlap=1
327,Luzon,327,Manila,merge,0.667,2,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2
328,STATE_328,328,Kirin,split,1.000,1,split; province_overlap=9; tsr_overlap_rank=3/4; bsr_source_count=1
329,STATE_329,329,STATE_329,same_id_same_area,1.000,2,province_overlap=12
330,STATE_330,330,STATE_330,merge,0.750,2,split+merge; province_overlap=6; tsr_overlap_rank=2/2; bsr_source_count=2
331,STATE_331,331,STATE_331,same_id_same_area,1.000,1,province_overlap=5
332,STATE_332,332,STATE_332,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
333,STATE_333,333,STATE_333,merge,1.000,2,merge; province_overlap=9; bsr_source_count=3
334,STATE_334,1077,STATE_1077,merge,0.875,2,split+merge; province_overlap=14; tsr_overlap_rank=1/2; bsr_source_count=2
335,STATE_335,335,Java,merge,0.667,2,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2
336,STATE_336,1085,STATE_1085,merge,1.000,5,merge; province_overlap=5; bsr_source_count=6
337,STATE_337,337,STATE_337,same_id_same_area,1.000,1,province_overlap=1
338,STATE_338,338,STATE_338,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
339,STATE_339,339,STATE_339,merge,0.750,2,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2
340,STATE_340,1055,STATE_1055,merge,0.750,2,split+merge; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=2
341,STATE_341,797,STATE_797,same_name,1.000,1,province_overlap=1
342,STATE_342,342,Antalya,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=1
343,STATE_343,346,STATE_346,merge,0.500,3,split+merge; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=3
344,STATE_344,345,STATE_345,merge,0.500,2,split+merge; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=2
345,STATE_345,345,STATE_345,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=3/3; bsr_source_count=1
346,STATE_346,346,STATE_346,split,1.000,1,split; province_overlap=7; tsr_overlap_rank=1/5; bsr_source_count=1
347,STATE_347,347,STATE_347,same_id_same_area,1.000,1,province_overlap=7
348,STATE_348,348,Kayseri,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2
349,STATE_349,349,STATE_349,merge,0.857,2,split+merge; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=2
350,STATE_350,1060,STATE_1060,same_name,1.000,2,province_overlap=4
351,STATE_351,351,Vologda,province_overlap,0.741,3,province_overlap=43
352,STATE_352,352,STATE_352,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
353,STATE_353,800,Van,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=1/4; bsr_source_count=1
354,STATE_354,354,STATE_354,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1
355,STATE_355,355,STATE_355,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
356,STATE_356,356,Kastamonu,split,1.000,1,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1
357,STATE_357,357,STATE_357,split,1.000,1,split; province_overlap=7; tsr_overlap_rank=1/8; bsr_source_count=1
358,STATE_358,358,STATE_358,split,1.000,1,split; province_overlap=17; tsr_overlap_rank=1/3; bsr_source_count=1
359,STATE_359,359,STATE_359,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
360,STATE_360,360,STATE_360,split,1.000,1,split; province_overlap=21; tsr_overlap_rank=1/3; bsr_source_count=1
361,STATE_361,361,STATE_361,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
362,STATE_362,362,STATE_362,split,1.000,1,split; province_overlap=17; tsr_overlap_rank=1/2; bsr_source_count=1
363,STATE_363,363,STATE_363,same_id_same_area,1.000,1,province_overlap=20
364,STATE_364,364,STATE_364,same_id_same_area,1.000,1,province_overlap=12
365,STATE_365,365,STATE_365,same_id_same_area,1.000,1,province_overlap=19
366,STATE_366,366,STATE_366,same_id_same_area,1.000,1,province_overlap=16
367,STATE_367,367,STATE_367,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=2/3; bsr_source_count=1
368,STATE_368,368,STATE_368,same_id_same_area,1.000,1,province_overlap=15
369,STATE_369,369,STATE_369,same_id_same_area,1.000,1,province_overlap=14
370,STATE_370,370,STATE_370,split,1.000,1,split; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=1
371,STATE_371,371,STATE_371,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/5; bsr_source_count=1
372,STATE_372,372,STATE_372,same_id_same_area,1.000,1,province_overlap=14
373,STATE_373,373,STATE_373,same_id_same_area,1.000,1,province_overlap=18
374,STATE_374,374,STATE_374,split,1.000,1,split; province_overlap=15; tsr_overlap_rank=1/2; bsr_source_count=1
375,STATE_375,375,STATE_375,split,1.000,1,split; province_overlap=12; tsr_overlap_rank=2/8; bsr_source_count=1
376,STATE_376,376,STATE_376,split,0.800,1,split; province_overlap=4; tsr_overlap_rank=1/7; bsr_source_count=1
377,STATE_377,377,STATE_377,split,1.000,1,split; province_overlap=7; tsr_overlap_rank=1/4; bsr_source_count=1
378,STATE_378,378,STATE_378,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=2/13; bsr_source_count=1
379,STATE_379,379,STATE_379,split,1.000,1,split; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=1
380,STATE_380,380,STATE_380,split,1.000,1,split; province_overlap=12; tsr_overlap_rank=1/2; bsr_source_count=1
381,STATE_381,381,STATE_381,split,0.667,3,split; province_overlap=4; tsr_overlap_rank=2/6; bsr_source_count=1
382,STATE_382,382,STATE_382,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=2/4; bsr_source_count=1
383,STATE_383,383,STATE_383,split,1.000,1,split; province_overlap=14; tsr_overlap_rank=1/2; bsr_source_count=1
384,STATE_384,384,STATE_384,split,1.000,1,split; province_overlap=8; tsr_overlap_rank=1/2; bsr_source_count=1
385,STATE_385,385,STATE_385,split,1.000,1,split; province_overlap=8; tsr_overlap_rank=2/3; bsr_source_count=1
386,STATE_386,386,Washington State,same_id_same_area,1.000,1,province_overlap=22
387,STATE_387,387,STATE_387,split,1.000,1,split; province_overlap=10; tsr_overlap_rank=1/2; bsr_source_count=1
388,STATE_388,388,STATE_388,split,0.941,1,split; province_overlap=16; tsr_overlap_rank=1/3; bsr_source_count=1
389,STATE_389,389,STATE_389,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1
390,STATE_390,390,STATE_390,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=2/2; bsr_source_count=1
391,STATE_391,391,STATE_391,split,1.000,1,split; province_overlap=11; tsr_overlap_rank=1/4; bsr_source_count=1
392,STATE_392,392,STATE_392,same_id_same_area,1.000,1,province_overlap=16
393,STATE_393,393,STATE_393,split,1.000,1,split; province_overlap=19; tsr_overlap_rank=1/2; bsr_source_count=1
394,STATE_394,394,STATE_394,same_id_same_area,1.000,1,province_overlap=18
395,STATE_395,395,STATE_395,same_id_same_area,1.000,1,province_overlap=24
396,STATE_396,396,STATE_396,same_id_same_area,1.000,1,province_overlap=17
397,STATE_397,397,STATE_397,merge,0.864,2,merge; province_overlap=19; bsr_source_count=3
398,STATE_398,398,STATE_398,same_id_same_area,1.000,1,province_overlap=29
399,STATE_399,399,STATE_399,same_id_same_area,1.000,2,province_overlap=16
400,STATE_400,400,STATE_400,same_id_same_area,1.000,1,province_overlap=40
401,STATE_401,401,Balakovo,same_id_same_area,1.000,3,province_overlap=17
402,STATE_402,402,STATE_402,merge,0.880,2,split+merge; province_overlap=22; tsr_overlap_rank=1/3; bsr_source_count=2
403,Tyumen,403,Tyumen,same_id_same_area,1.000,1,province_overlap=19
404,STATE_404,881,Karagandy,merge,0.864,3,split+merge; province_overlap=19; tsr_overlap_rank=1/3; bsr_source_count=3
405,STATE_405,405,Tashkent,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
406,STATE_406,406,Gurev,split,1.000,1,split; province_overlap=9; tsr_overlap_rank=2/2; bsr_source_count=1
407,STATE_407,407,STATE_407,split,1.000,1,split; province_overlap=25; tsr_overlap_rank=1/2; bsr_source_count=1
408,STATE_408,408,STATE_408,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
409,STATE_409,409,STATE_409,split,1.000,1,split; province_overlap=24; tsr_overlap_rank=1/2; bsr_source_count=1
410,STATE_410,410,STATE_410,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
411,STATE_411,1002,STATE_1002,merge,1.000,2,merge; province_overlap=3; bsr_source_count=2
412,STATE_412,412,STATE_412,merge,0.900,3,merge; province_overlap=9; bsr_source_count=3
413,STATE_413,413,STATE_413,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
414,STATE_414,1003,STATE_1003,merge,1.000,3,merge; province_overlap=5; bsr_source_count=3
415,STATE_415,1009,STATE_1009,merge,0.800,2,split+merge; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=2
416,STATE_416,416,STATE_416,merge,0.800,2,split+merge; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=2
417,STATE_417,417,Hamadan,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2
418,STATE_418,418,STATE_418,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
419,STATE_419,1000,STATE_1000,merge,1.000,2,merge; province_overlap=5; bsr_source_count=2
420,STATE_420,420,STATE_420,split,0.800,1,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
421,STATE_421,1001,STATE_1001,same_name,1.000,1,province_overlap=4
422,STATE_422,422,STATE_422,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
423,Madurai,423,STATE_423,same_id_same_area,0.900,2,province_overlap=18
424,Madras,424,Madras,same_id_same_area,1.000,2,province_overlap=15
425,Mysore,425,Mysore,split,0.600,2,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
426,Orissa,426,Orissa,same_id_same_area,0.900,2,province_overlap=17
427,STATE_427,427,STATE_427,same_name,0.750,4,province_overlap=12
428,STATE_428,428,STATE_428,same_id_same_area,1.000,2,province_overlap=14
429,STATE_429,429,Bombay,province_overlap,0.750,3,province_overlap=12
430,STATE_430,430,STATE_430,merge,0.889,2,split+merge; province_overlap=8; tsr_overlap_rank=2/2; bsr_source_count=2
431,STATE_431,431,STATE_431,same_id_same_area,1.000,1,province_overlap=10
432,STATE_432,990,STATE_990,same_name,1.000,4,province_overlap=3
433,STATE_433,433,STATE_433,same_id_same_area,1.000,2,province_overlap=14
434,STATE_434,434,STATE_434,same_id_same_area,1.000,1,province_overlap=4
435,STATE_435,435,STATE_435,same_id_same_area,1.000,1,province_overlap=15
436,Jabalpur,436,"Central provinces, was Jabalpur",same_id_same_area,0.900,2,province_overlap=16
437,Indore,437,STATE_437,same_id_same_area,1.000,2,province_overlap=10
438,STATE_438,438,STATE_438,same_id_same_area,0.900,3,province_overlap=20
439,STATE_439,439,STATE_439,same_name,0.750,2,province_overlap=2
440,STATE_440,440,STATE_440,same_id_same_area,0.900,2,province_overlap=11
441,STATE_441,441,STATE_441,same_id_same_area,0.900,2,province_overlap=6
442,STATE_442,987,manpower = 217974,merge,1.000,3,merge; province_overlap=4; bsr_source_count=3
443,STATE_443,443,Sind,split,1.000,1,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
444,STATE_444,444,STATE_444,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
445,STATE_445,445,STATE_445,merge,1.000,2,merge; province_overlap=4; bsr_source_count=2
446,STATE_446,907,STATE_907,split,0.571,1,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1
447,STATE_447,447,STATE_447,split,0.800,1,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
448,STATE_448,448,STATE_448,same_id_same_area,1.000,1,province_overlap=8
449,STATE_449,449,El Agheila,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
450,STATE_450,450,STATE_450,merge,1.000,2,merge; province_overlap=4; bsr_source_count=2
451,STATE_451,451,STATE_451,same_id_same_area,1.000,1,province_overlap=8
452,STATE_452,452,STATE_452,split,1.000,1,split; province_overlap=8; tsr_overlap_rank=1/2; bsr_source_count=1
453,STATE_453,453,STATE_453,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
454,STATE_454,454,Palestine,split,0.667,2,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
455,STATE_455,455,STATE_455,same_id_same_area,1.000,1,province_overlap=8
456,STATE_456,456,Aswan,split,0.556,1,split; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=1
457,Arabian Desert,457,Arabian Desert,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1
458,STATE_458,458,STATE_458,split,1.000,1,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1
459,STATE_459,513,Tlmecen,merge,0.667,2,split+merge; province_overlap=6; tsr_overlap_rank=1/5; bsr_source_count=2
460,STATE_460,460,Constantine,merge,1.000,2,merge; province_overlap=11; bsr_source_count=2
461,STATE_461,461,STATE_461,same_id_same_area,1.000,1,province_overlap=17
462,STATE_462,462,STATE_462,same_id_same_area,1.000,1,province_overlap=14
463,STATE_463,463,STATE_463,split,1.000,1,split; province_overlap=9; tsr_overlap_rank=1/4; bsr_source_count=1
464,STATE_464,464,STATE_464,same_id_same_area,1.000,1,province_overlap=8
465,STATE_465,465,STATE_465,same_id_same_area,1.000,1,province_overlap=8
466,STATE_466,860,STATE_860,merge,0.857,4,merge; province_overlap=6; bsr_source_count=4
467,STATE_467,467,STATE_467,merge,0.917,2,merge; province_overlap=11; bsr_source_count=2
468,STATE_468,468,Saint Lawrence,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1
469,STATE_469,469,STATE_469,merge,1.000,2,merge; province_overlap=14; bsr_source_count=2
470,STATE_470,470,STATE_470,merge,1.000,2,merge; province_overlap=17; bsr_source_count=2
471,STATE_471,864,STATE_864,same_name,1.000,1,province_overlap=3
472,STATE_472,472,STATE_472,split,0.417,2,split; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=1
