tsr_state_id,tsr_state_name,bsr_state_id,bsr_state_name,mapping_type,confidence,notes,bsr_continent,tsr_owner,bsr_owner,tsr_controller,bsr_controller,tsr_cores,bsr_cores
975,STATE_975,810,STATE_810,split,0.667,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1,europe,HUN,AUS,GER,GER,AUS GER HUN,AUS GER
18,STATE_18,817,STATE_817,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=1/5; bsr_source_count=2,europe,FRA,FRA,,GER,FRA,BGN FRA
495,STATE_495,821,STATE_821,manual,0.667,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=BRA; bsr_tags=FRA OCC SRD,europe,BRA,FRA,,,BRA,FRA OCC SRD
805,STATE_805,829,STATE_829,manual,0.667,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=ALB ITA; bsr_tags=MOL SOV UKR,europe,ALB,SOV,ITA,,ALB,MOL SOV UKR
46,Muntenia,833,STATE_833,merge,0.667,split+merge; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=2,europe,ROM,ROM,,,ROM,ROM
970,STATE_970,871,STATE_871,split,0.667,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1,europe,YUG,YUG,,ALB,MAC YUG,MAC YUG
108,STATE_108,872,STATE_872,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=2,europe,YUG,YUG,,SER,SER YUG,SER YUG
845,STATE_845,892,STATE_892,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2,europe,SWI,SWI,,,SWI,SWI
920,STATE_920,1012,STATE_1012,merge,0.667,split+merge; province_overlap=6; tsr_overlap_rank=2/4; bsr_source_count=2,europe,NOR,NOR,,GER,NOR,NOR
44,STATE_44,1045,STATE_1045,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2,europe,ALB,ALB,ITA,,ALB,ALB
231,STATE_231,1092,STATE_1092,split,0.667,split; province_overlap=4; tsr_overlap_rank=1/7; bsr_source_count=1,europe,RUS,SOV,,,GEO RUS,GEO SOV
1056,STATE_1056,1116,STATE_1116,split,0.667,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1,europe,STC,TUR,STC,,TUR,THR TUR
212,STATE_212,1142,STATE_1142,split,0.667,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1,europe,BUL,BUL,BUL,,BUL,BUL THR
95,STATE_95,1205,STATE_1205,split,0.667,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,POL
815,STATE_815,1293,STATE_1293,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=2,europe,RUS,LIT,,SOV,LIT,LIT
828,STATE_828,1326,STATE_1326,manual,0.667,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=NOA RUS; bsr_tags=CIR KBR SOV,europe,RUS,SOV,,,NOA RUS,CIR KBR SOV
64,STATE_64,1329,STATE_1329,split,0.667,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1,europe,GER,GER,,,GER PRE,GER LUS PRE
808,STATE_808,1454,STATE_1454,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=3,europe,RUS,LAT,,SOV,LAT,LAT LIV
199,STATE_199,1455,STATE_1455,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=1/4; bsr_source_count=2,europe,RUS,SOV,,,RUS UKR,SOV UKR
732,STATE_732,1489,STATE_1489,manual,0.667,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=KYR RUS; bsr_tags=KOK SOV UZB,asia,RUS,SOV,,,KYR RUS,KOK SOV UZB
47,Thessaly,1513,STATE_1513,split,0.667,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1,europe,GRE,GRE,,ITA,GRE,GRE
785,STATE_785,1582,STATE_1582,split,0.667,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,FRA
123,STATE_123,1709,STATE_1709,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2,europe,ENG,ENG,,,ENG,ENG
34,STATE_34,1754,STATE_1754,split,0.667,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1,europe,BEL,BEL,,GER,BEL,BEL WLL
157,STATE_157,1755,STATE_1755,split,0.667,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1,europe,ITA,ITA,,,ITA PAP,ITA
161,STATE_161,1756,STATE_1756,split,0.667,split; province_overlap=2; tsr_overlap_rank=4/4; bsr_source_count=1,europe,ITA,ITA,,,ITA PAP,ITA PRM
27,Bourgogne,1799,STATE_1799,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=2/8; bsr_source_count=2,europe,FRA,FRA,,,FRA,FRA
5,STATE_5,1811,STATE_1811,split,0.667,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1,europe,GER,GER,,GER,GER PRE,GER POL PRE
232,Dagestan,2009,STATE_2009,split,0.667,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1,europe,RUS,SOV,,,DAG RUS,DAG SOV
27,Bourgogne,2018,STATE_2018,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=4/8; bsr_source_count=2,europe,FRA,FRA,,GER,FRA,FRA
215,STATE_215,215,STATE_215,split,0.636,split; province_overlap=7; tsr_overlap_rank=3/5; bsr_source_count=1,europe,RUS,SOV,,,KAR RUS,KAR SOV
923,STATE_923,143,STATE_143,merge,0.625,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=3,europe,NOR,NOR,,GER,NOR SMI,NOR
815,STATE_815,11,STATE_11,merge,0.600,split+merge; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=2,europe,RUS,LIT,,SOV,LIT,LIT
17,Lorraine,17,STATE_17,split,0.600,split; province_overlap=3; tsr_overlap_rank=1/6; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,BGN FRA
24,STATE_24,24,STATE_24,merge,0.600,split+merge; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=2,europe,FRA,FRA,,GER,FRA,FRA
44,STATE_44,44,STATE_44,split,0.600,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1,europe,ALB,ALB,ITA,,ALB,ALB
91,Lwow,91,Lwow,merge,0.600,split+merge; province_overlap=3; tsr_overlap_rank=2/5; bsr_source_count=2,europe,RUS,POL,,SOV,POL UKR,GAL POL UKR
206,STATE_206,206,STATE_206,merge,0.600,split+merge; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=2,europe,RUS,SOV,,,BLR RUS,BLR SOV
821,STATE_821,232,STATE_232,manual,0.600,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=CIN RUS; bsr_tags=CHE SOV,europe,RUS,SOV,,,CIN RUS,CHE SOV
400,STATE_400,399,STATE_399,manual,0.600,incompatible province overlap rejected for automatic overlay; province_overlap=24; tsr_tags=RUS; bsr_tags=KOM SOV,europe,RUS,SOV,,,RUS,KOM SOV
581,STATE_581,581,STATE_581,split,0.600,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1,europe,RUS,SOV,,,KOM RUS,KOM SOV
217,STATE_217,930,STATE_930,manual,0.600,incompatible province overlap rejected for automatic overlay; province_overlap=6; tsr_tags=RUS; bsr_tags=SOV,europe,RUS,SOV,,,RUS,SOV
56,STATE_56,979,STATE_979,merge,0.600,split+merge; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=2,europe,GER,GER,,,GER HAN PRE,GER HAN PRE
921,Telemark,1010,STATE_1010,merge,0.600,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2,europe,NOR,NOR,,GER,NOR,NOR
157,STATE_157,1193,STATE_1193,merge,0.600,split+merge; province_overlap=3; tsr_overlap_rank=2/5; bsr_source_count=2,europe,ITA,ITA,,,ITA PAP,ITA KTS
128,STATE_128,1401,STATE_1401,merge,0.600,split+merge; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=3,europe,ENG,ENG,,,ENG,ENG
516,Taymyria / Dudinka,1420,STATE_1420,manual,0.600,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=RUS TAY; bsr_tags=SIB SOV,asia,RUS,SOV,,,RUS TAY,SIB SOV
142,STATE_142,1637,STATE_1637,merge,0.600,split+merge; province_overlap=6; tsr_overlap_rank=2/3; bsr_source_count=4,europe,NOR,NOR,,GER,NOR,NOR
208,Luga,1639,STATE_1639,manual,0.600,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=RUS; bsr_tags=SOV,europe,RUS,SOV,,,RUS,SOV
1005,STATE_1005,1818,STATE_1818,merge,0.600,split+merge; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=3,asia,AFG,AFG,,,AFG TAJ,AFG
879,Kargopol,1255,STATE_1255,manual,0.588,incompatible province overlap rejected for automatic overlay; province_overlap=10; tsr_tags=RUS; bsr_tags=SOV,europe,RUS,SOV,,,RUS,SOV
573,Zlatoust,1360,STATE_1360,manual,0.571,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=RUS; bsr_tags=KOM SOV,europe,RUS,SOV,,,RUS,KOM SOV
564,Ulan Ude,565,Bodaybo,manual,0.556,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=BYA RUS; bsr_tags=BRY FER SIB SOV,asia,RUS,SOV,,,BYA RUS,BRY FER SIB SOV
922,STATE_922,1010,STATE_1010,merge,0.556,split+merge; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=2,europe,NOR,NOR,,GER,NOR,NOR
237,STATE_237,1121,STATE_1121,manual,0.556,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=KAL RUS; bsr_tags=KLY SOV,europe,RUS,SOV,,,KAL RUS,KLY SOV
245,Millerovo,1653,STATE_1653,manual,0.556,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=RUS; bsr_tags=DON SOV,europe,RUS,SOV,,,RUS,DON SOV
214,STATE_214,214,STATE_214,manual,0.550,same numeric id/name but low province_overlap=4; close candidate tie,europe,RUS,SOV,,,RUS,SOV
262,Pechora,262,STATE_262,manual,0.550,same numeric id/name but low province_overlap=0; close candidate tie,europe,RUS,SOV,,,KOM RUS,SOV
516,Taymyria / Dudinka,516,STATE_516,manual,0.550,same numeric id/name but low province_overlap=6,asia,RUS,SOV,,,RUS TAY,SIB SOV
588,Semipalatinsk,588,STATE_588,merge,0.550,split+merge; province_overlap=11; tsr_overlap_rank=1/4; bsr_source_count=2,asia,RUS,SOV,,,KAZ RUS,KAZ SOV
653,Sverdlovsk,653,Sverdlovsk,manual,0.550,same numeric id/name but low province_overlap=2,asia,RUS,SOV,,,RUS,SIB SOV
805,STATE_805,805,STATE_805,manual,0.550,same numeric id/name but low province_overlap=0; close candidate tie,europe,ALB,DEN,ITA,GER,ALB,DEN
821,STATE_821,821,STATE_821,manual,0.550,same numeric id/name but low province_overlap=0; close candidate tie,europe,RUS,FRA,,,CIN RUS,FRA OCC SRD
822,Chukotka,822,STATE_822,manual,0.550,same numeric id/name but low province_overlap=0,europe,RUS,FRA,,,CKK FER RUS,FRA OCC
824,Yamalia,824,STATE_824,manual,0.550,same numeric id/name but low province_overlap=0,europe,RUS,ADR,,,RUS YAM,ADR
825,Nenets,825,STATE_825,manual,0.550,same numeric id/name but low province_overlap=0,europe,RUS,MCO,,,NEN RUS,MCO
828,STATE_828,828,STATE_828,manual,0.550,same numeric id/name but low province_overlap=0; close candidate tie,europe,RUS,VCT,,,NOA RUS,VCT
829,Volga Germany,829,STATE_829,manual,0.550,same numeric id/name but low province_overlap=0,europe,RUS,SOV,,,RUS VGE,MOL SOV UKR
875,Chukchi Peninsula,875,STATE_875,manual,0.550,same numeric id/name but low province_overlap=0,middle_east,RUS,ENG,,,CKK FER RUS,BHR
876,Udachny,876,STATE_876,manual,0.550,same numeric id/name but low province_overlap=0,middle_east,RUS,OMA,,,RUS YAK,OMA
879,Kargopol,879,STATE_879,manual,0.550,same numeric id/name but low province_overlap=0,europe,RUS,LIT,,SOV,RUS,LIT
880,Kotlas,880,STATE_880,manual,0.550,same numeric id/name but low province_overlap=0,europe,RUS,LAT,,SOV,RUS,LAT LIV
986,manpower = 16959758,986,STATE_986,manual,0.550,same numeric id/name but low province_overlap=0,europe,IND,ITA,,,IND KHL,ITA VEC
989,STATE_989,989,STATE_989,manual,0.550,same numeric id/name but low province_overlap=0; close candidate tie,europe,IND,ITA,,,RJP,ITA SRD
991,STATE_991,991,STATE_991,manual,0.550,same numeric id/name but low province_overlap=0,europe,IND,ITA,,,CIP,ITA KTS
992,STATE_992,992,STATE_992,manual,0.550,same numeric id/name but low province_overlap=0; close candidate tie,europe,YEM,ITA,,,FSA YEM,ITA KTS
1052,STATE_1052,1052,STATE_1052,manual,0.550,same numeric id/name but low province_overlap=0; close candidate tie,europe,SAU,SPR,SAU,,SAU,SPR
1067,STATE_1067,1067,STATE_1067,manual,0.550,same numeric id/name but low province_overlap=0; close candidate tie,europe,ITA,FIN,ITA,,ITA,FIN
148,LAPPI,1630,Savo / Tavastland / Tavastia,merge,0.533,split+merge; province_overlap=8; tsr_overlap_rank=2/3; bsr_source_count=2,europe,RUS,FIN,RUS,,FIN SMI,FIN
916,STATE_916,1008,STATE_1008,merge,0.529,split+merge; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=2,europe,SWE,SWE,,,SWE,SWE
847,STATE_847,3,STATE_3,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=3,europe,SWI,SWI,,,SWI,SWI
8,STATE_8,8,STATE_8,merge,0.500,merge; province_overlap=1; bsr_source_count=2,europe,GER,LUX,,GER,GER LUX,LUX
10,STATE_10,10,STATE_10,merge,0.500,split+merge; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=3,europe,RUS,POL,,GGO,POL,POL
1063,STATE_1063,16,STATE_16,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=2,europe,FRA,FRA,,GER,FRA,FRA
1064,STATE_1064,24,STATE_24,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=2,europe,FRA,FRA,,GER,FRA,FRA
41,STATE_41,41,STATE_41,split,0.500,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
87,STATE_87,87,STATE_87,split,0.500,split; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=1,europe,RUS,POL,,GER,POL,POL
10,STATE_10,92,STATE_92,merge,0.500,split+merge; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=2,europe,RUS,POL,,GGO,POL,POL
92,STATE_92,92,STATE_92,merge,0.500,split+merge; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=2,europe,RUS,POL,,GGO,POL,POL
3,STATE_3,151,STATE_151,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2,europe,SWI,SWI,,,SWI,SWI
151,STATE_151,151,STATE_151,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2,europe,SWI,SWI,,,SWI,SWI
848,STATE_848,153,STATE_153,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2,europe,GER,AUS,GER,GER,AUS GER,AUS GER
809,STATE_809,190,STATE_190,merge,0.500,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2,europe,RUS,LAT,,SOV,LAT,COU LAT
204,Bobruysk,204,STATE_204,merge,0.500,split+merge; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=2,europe,RUS,SOV,,,BLR RUS,BLR SOV
242,STATE_242,243,STATE_243,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=RUS; bsr_tags=MUS SOV,europe,RUS,SOV,,,RUS,MUS SOV
404,Kyzyl Orda,404,STATE_404,merge,0.500,split+merge; province_overlap=9; tsr_overlap_rank=1/4; bsr_source_count=3,asia,RUS,SOV,,,KAZ RUS,KAZ SOV
823,Karakalpakstan,585,STATE_585,merge,0.500,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=3,asia,RUS,SOV,,,KKP RUS UZB,SOV UZB
875,Chukchi Peninsula,644,STATE_644,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CKK FER RUS; bsr_tags=SIB SOV YAK,asia,RUS,SOV,,,CKK FER RUS,SIB SOV YAK
55,STATE_55,791,STATE_791,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=2,europe,GER,GER,,,GER HES PRE,BDN GER
978,Baden,791,STATE_791,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2,europe,GER,GER,,,GER WUR,BDN GER
50,Württemberg,799,STATE_799,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=2,europe,GER,GER,,,GER WUR,BDN GER
978,Baden,799,STATE_799,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2,europe,GER,GER,,,GER WUR,BDN GER
738,STATE_738,804,STATE_804,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=DEN GER SHL,europe,INS,DEN,,GER,INS,DEN SHL
1067,STATE_1067,813,STATE_813,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ITA; bsr_tags=BEL GER WLL,europe,ITA,BEL,ITA,GER,ITA,BEL WLL
726,STATE_726,814,STATE_814,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=DAS SAM; bsr_tags=BGN FRA GER,europe,DAS,FRA,,GER,SAM,BGN FRA
1048,Moselgebiet,814,STATE_814,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2,europe,GER,FRA,GER,GER,GER,BGN FRA
1067,STATE_1067,821,STATE_821,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ITA; bsr_tags=FRA OCC SRD,europe,ITA,FRA,ITA,,ITA,FRA OCC SRD
959,STATE_959,824,STATE_824,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARG; bsr_tags=ADR,europe,ARG,ADR,,,ARG,ADR
807,STATE_807,865,STATE_865,split,0.500,split; province_overlap=1; tsr_overlap_rank=1/8; bsr_source_count=1,europe,GER,POL,,GER,GER KSH POL,POL
108,STATE_108,878,STATE_878,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=2,europe,YUG,YUG,,,SER YUG,KOS SER YUG
802,STATE_802,878,STATE_878,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2,europe,YUG,YUG,,,KOS SER YUG,KOS SER YUG
70,STATE_70,889,STATE_889,split,0.500,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1,europe,HUN,CZE,HUN,SLO,SLO,CZE SLO
100,STATE_100,889,STATE_889,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ICE; bsr_tags=CZE SLO,europe,ICE,CZE,,SLO,ICE,CZE SLO
492,STATE_492,974,STATE_974,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=PRU; bsr_tags=ENG,europe,PRU,ENG,,,PRU,ENG
187,STATE_187,975,STATE_975,split,0.500,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,GRE,GRE,,GER,GRE,GRE
495,STATE_495,975,STATE_975,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=GER GRE,europe,BRA,GRE,,GER,BRA,GRE
88,STATE_88,996,STATE_996,split,0.500,split; province_overlap=1; tsr_overlap_rank=6/9; bsr_source_count=1,europe,RUS,POL,,SOV,POL,GAL POL UKR
1058,STATE_1058,1001,STATE_1001,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARM RUS; bsr_tags=TUR,middle_east,RUS,TUR,RUS,,ARM,TUR
36,STATE_36,1059,STATE_1059,split,0.500,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1,europe,HOL,HOL,,GER,HOL,GEL HOL
1073,STATE_1073,1059,STATE_1059,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=INS; bsr_tags=GEL GER HOL,europe,INS,HOL,,GER,INS,GEL HOL
7,STATE_7,1061,STATE_1061,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2,europe,HOL,HOL,,GER,HOL,HOL
35,STATE_35,1061,STATE_1061,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=2,europe,HOL,HOL,,GER,HOL,HOL
231,STATE_231,1091,STATE_1091,split,0.500,split; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=1,europe,RUS,SOV,,,GEO RUS,GEO SOT SOV
827,STATE_827,1091,STATE_1091,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KBK RUS; bsr_tags=GEO SOT SOV,europe,RUS,SOV,,,KBK RUS,GEO SOT SOV
153,STATE_153,1107,STATE_1107,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=2,europe,GER,AUS,GER,GER,AUS GER,AUS GER
976,STATE_976,1107,STATE_1107,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2,europe,GER,AUS,GER,GER,AUS GER,AUS GER
495,STATE_495,1132,STATE_1132,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=BRA; bsr_tags=FRA SRD,europe,BRA,FRA,,,BRA,FRA SRD
1066,STATE_1066,1132,STATE_1132,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=ITA; bsr_tags=FRA SRD,europe,ITA,FRA,ITA,,ITA,FRA SRD
495,STATE_495,1139,STATE_1139,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=GER GRE,europe,BRA,GRE,,GER,BRA,GRE
731,STATE_731,1139,STATE_1139,split,0.500,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,europe,GRE,GRE,,GER,GRE,GRE
28,Alsace-Lorraine,1183,STATE_1183,split,0.500,split; province_overlap=1; tsr_overlap_rank=3/7; bsr_source_count=1,europe,GER,FRA,,GER,FRA GER,BGN FRA
161,STATE_161,1203,STATE_1203,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=3,europe,ITA,ITA,,,ITA PAP,ITA PRM
106,STATE_106,1204,STATE_1204,split,0.500,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1,europe,YUG,YUG,,BUL,MAC YUG,MAC YUG
866,STATE_866,1204,STATE_1204,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CAN; bsr_tags=BUL MAC YUG,europe,CAN,YUG,,BUL,CAN,MAC YUG
1058,STATE_1058,1214,STATE_1214,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARM RUS; bsr_tags=SAF,africa,RUS,SAF,RUS,,ARM,SAF
231,STATE_231,1226,STATE_1226,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=4/7; bsr_source_count=2,europe,RUS,SOV,,,GEO RUS,GEO SOV
106,STATE_106,1230,STATE_1230,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2,europe,YUG,YUG,,BUL,MAC YUG,MAC YUG
970,STATE_970,1230,STATE_1230,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2,europe,YUG,YUG,,BUL,MAC YUG,MAC YUG
806,STATE_806,1352,STATE_1352,split,0.500,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,FRA,FRA,,GER,FRA NAV,FRA NAV OCC
96,STATE_96,1383,STATE_1383,split,0.500,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,POL
1072,STATE_1072,1390,STATE_1390,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ATJ INS; bsr_tags=FRA ITA SRD,europe,INS,FRA,,ITA,ATJ,FRA SRD
92,STATE_92,1406,STATE_1406,split,0.500,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1,europe,RUS,POL,,GGO,POL,POL
5,STATE_5,1408,STATE_1408,split,0.500,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,GER,GER,,,GER PRE,GER PRE
495,STATE_495,1429,STATE_1429,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=GER GRE THR,europe,BRA,GRE,,GER,BRA,GRE THR
155,North Transdanubia,1431,STATE_1431,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2,europe,HUN,HUN,,,HUN,HUN
975,STATE_975,1431,STATE_1431,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2,europe,HUN,HUN,GER,,AUS GER HUN,HUN
763,STATE_763,1443,STATE_1443,split,0.500,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,GER,GER,,GER,GER PRE,GER PRE
241,Gomel,1452,STATE_1452,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BLR RUS; bsr_tags=MUS SOV,europe,RUS,SOV,,,BLR RUS,MUS SOV
243,STATE_243,1452,STATE_1452,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=MUS SOV,europe,RUS,SOV,,,RUS,MUS SOV
405,Tashkent,1463,STATE_1463,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2,asia,RUS,SOV,,,RUS UZB,SOV UZB
830,Bukhara,1463,STATE_1463,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2,asia,RUS,SOV,,,BUK RUS UZB,SOV UZB
202,STATE_202,1490,STATE_1490,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=2,europe,RUS,SOV,,,RUS UKR,SOV UKR
203,STATE_203,1490,STATE_1490,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2,europe,RUS,SOV,,,RUS UKR,SOV UKR
47,Thessaly,1601,STATE_1601,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=2,europe,GRE,GRE,,ITA,GRE,GRE
185,STATE_185,1601,STATE_1601,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=2,europe,GRE,GRE,,ITA,GRE,GRE
11,STATE_11,1604,STATE_1604,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2,europe,RUS,LIT,,SOV,LIT,LIT
815,STATE_815,1604,STATE_1604,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=2,europe,RUS,LIT,,SOV,LIT,LIT
