bsr_state_id,bsr_state_name,bsr_continent,selected_tsr_state_id,selected_tsr_state_name,selected_mapping_type,selected_confidence,alternative_mapping_count,issue_count,vp_omission_count,manual_building_distribution,manual_resource_distribution,owner_core_conflict,decision_status,decision_reason,review_categories,selection_notes
887,STATE_887,europe,69,STATE_69,split,1.000,1,10,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1554,STATE_1554,europe,976,STATE_976,split,1.000,1,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1558,STATE_1558,europe,88,STATE_88,split,1.000,1,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/9; bsr_source_count=1
1588,STATE_1588,europe,88,STATE_88,split,1.000,1,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=8/9; bsr_source_count=1
1594,STATE_1594,europe,101,STATE_101,split,1.000,1,5,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1617,STATE_1617,europe,66,STATE_66,split,1.000,1,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/7; bsr_source_count=1
1638,STATE_1638,europe,920,STATE_920,merge,0.800,2,5,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=4; tsr_overlap_rank=3/4; bsr_source_count=2
1679,STATE_1679,europe,4,STATE_4,split,1.000,1,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
1729,STATE_1729,europe,70,STATE_70,merge,0.714,2,5,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=2
1734,STATE_1734,europe,17,Lorraine,merge,0.500,2,5,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=2
1754,STATE_1754,europe,34,STATE_34,split,0.667,2,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
1798,STATE_1798,europe,26,Auveregne,merge,0.333,3,5,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=3
1808,STATE_1808,europe,977,Antwerpen,split,1.000,1,5,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
1821,STATE_1821,asia,1005,STATE_1005,merge,0.500,2,5,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2
1823,STATE_1823,europe,60,STATE_60,split,1.000,1,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1865,STATE_1865,europe,152,STATE_152,split,1.000,1,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
1964,STATE_1964,europe,54,STATE_54,split,1.000,1,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1965,STATE_1965,europe,978,Baden,split,1.000,1,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
1989,STATE_1989,europe,980,STATE_980,split,1.000,1,5,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
2004,STATE_2004,europe,104,STATE_104,split,1.000,1,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/8; bsr_source_count=1
2009,STATE_2009,europe,232,Dagestan,split,0.667,2,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
2010,STATE_2010,europe,232,Dagestan,split,1.000,1,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
2011,STATE_2011,europe,104,STATE_104,split,1.000,1,5,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=8/8; bsr_source_count=1
2014,STATE_2014,europe,63,STATE_63,split,1.000,1,5,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=8/9; bsr_source_count=1
2018,STATE_2018,europe,27,Bourgogne,merge,0.667,2,5,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=2; tsr_overlap_rank=4/8; bsr_source_count=2
6,Flanders,europe,6,Flanders,merge,0.750,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2
7,STATE_7,europe,7,STATE_7,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
34,STATE_34,europe,34,STATE_34,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
67,STATE_67,europe,67,STATE_67,split,1.000,1,4,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
69,STATE_69,europe,69,STATE_69,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
70,STATE_70,europe,70,STATE_70,split,1.000,1,4,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
92,STATE_92,europe,92,STATE_92,merge,0.500,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=2
104,STATE_104,europe,104,STATE_104,split,1.000,1,4,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/8; bsr_source_count=1
105,STATE_105,europe,105,STATE_105,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
148,STATE_148,europe,148,LAPPI,split,1.000,1,4,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=15; tsr_overlap_rank=1/3; bsr_source_count=1
150,Savo,europe,150,KUOPIO,merge,0.688,3,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=11; tsr_overlap_rank=2/5; bsr_source_count=3
161,STATE_161,europe,161,STATE_161,split,1.000,1,4,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=1
184,STATE_184,europe,184,STATE_184,merge,0.333,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2
229,STATE_229,europe,229,STATE_229,split,1.000,1,4,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=7; tsr_overlap_rank=1/6; bsr_source_count=1
232,STATE_232,europe,232,Dagestan,split,0.400,2,4,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1
402,STATE_402,asia,402,STATE_402,merge,0.880,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=22; tsr_overlap_rank=1/3; bsr_source_count=2
404,STATE_404,asia,881,Karagandy,merge,0.864,3,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=19; tsr_overlap_rank=1/3; bsr_source_count=3
789,STATE_789,europe,42,STATE_42,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
806,STATE_806,europe,153,STATE_153,merge,0.667,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=2
807,STATE_807,europe,4,STATE_4,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
814,STATE_814,europe,1048,Moselgebiet,merge,0.500,3,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
869,STATE_869,europe,109,Croatia,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
872,STATE_872,europe,108,STATE_108,merge,0.667,2,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=2
886,STATE_886,europe,972,STATE_972,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
888,STATE_888,europe,972,STATE_972,split,1.000,1,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
926,STATE_926,europe,202,STATE_202,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/5; bsr_source_count=1
931,STATE_931,europe,232,Dagestan,split,0.900,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=9; tsr_overlap_rank=1/5; bsr_source_count=1
932,STATE_932,europe,232,Dagestan,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
937,STATE_937,europe,109,Croatia,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
989,STATE_989,europe,158,STATE_158,split,1.000,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=3/6; bsr_source_count=1
1013,STATE_1013,europe,923,STATE_923,merge,0.750,2,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=2
1014,STATE_1014,europe,144,Nordland,merge,0.875,2,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2
1048,STATE_1048,europe,104,STATE_104,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/8; bsr_source_count=1
1107,STATE_1107,europe,153,STATE_153,merge,0.500,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=2
1126,STATE_1126,europe,193,Chernihiv,merge,0.833,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=5; tsr_overlap_rank=2/5; bsr_source_count=2
1129,STATE_1129,asia,1005,STATE_1005,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1148,STATE_1148,asia,589,STATE_589,merge,0.917,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=11; tsr_overlap_rank=1/2; bsr_source_count=2
1179,STATE_1179,europe,48,STATE_48,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1182,STATE_1182,europe,980,STATE_980,split,1.000,1,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
1185,STATE_1185,europe,20,Rhone,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/7; bsr_source_count=1
1204,STATE_1204,europe,106,STATE_106,split,0.500,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1222,STATE_1222,europe,229,STATE_229,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/6; bsr_source_count=1
1229,STATE_1229,europe,934,STATE_934,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1250,STATE_1250,asia,588,Semipalatinsk,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=2/4; bsr_source_count=1
1270,STATE_1270,europe,20,Rhone,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1
1273,STATE_1273,asia,742,STATE_742,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
